ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor
325;canadensis;Amélanchier;2008;2005;oui;passages fréquents et arrêts fréquents;vigoureux
326;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
327;platanoides;Robinia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
328;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
329;coggygria;Cotinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
330;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
331;tulipifera;Liriodendron;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
332;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
333;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
334;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
335;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
336;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
337;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
338;ornus;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
339;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
340;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
341;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
342;pseudoplatanus;Acer;2014;2010;non;passages fréquents ou arrêts;vigoureux
343;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
344;paniculata;Koelreuteria;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
345;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
346;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
347;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
348;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
349;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
350;campestris;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
351;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
352;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
353;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
354;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
355;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
356;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
357;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
358;tulipifera;Liriodendron;2009;2005;non;passages fréquents ou arrêts;vigoureux
359;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
360;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
361;nigra;Sambuccus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
362;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
363;N/A;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
364;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
365;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
366;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
367;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
368;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
369;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
370;sylvestris;Pinus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
371;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
372;coggygria;Cotinus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
373;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
374;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
375;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux
376;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
377;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
378;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
379;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
380;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
381;serrata;Zelkova;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux
382;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
383;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
384;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
385;styraciflua;Liquidambar;2007;2005;oui;passages fréquents et arrêts fréquents;vigoureux
386;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
387;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
388;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
389;sylvatica;Fagus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
390;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
391;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
392;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
393;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
394;dioicus;Gymnocladus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
395;orientalis;Platanus;2014;2010;non;passages fréquents ou arrêts;vigoureux
396;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
397;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
398;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
399;N/A;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux
400;N/A;Fraxinus;2013;2010;non;passages fréquents ou arrêts;vigoureux
401;styraciflua;Liquidambar;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux
402;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
403;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
404;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
405;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
406;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
407;N/A;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
408;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
409;danielli;Tetradium;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
410;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
411;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
412;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
413;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
414;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
415;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
416;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
417;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
418;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
419;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
420;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
421;minor;Ulmus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
422;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
423;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
424;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
425;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
426;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
427;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
428;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
429;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
430;sylvestris;Pinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux
431;nigra;Juglans;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
432;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
433;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
434;alba;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
435;ilex;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
436;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
437;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
438;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
439;spaitii;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux
440;australis;Celtis;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
441;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
442;calleryana;Pyrus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
443;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
444;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
445;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
446;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
447;cerris;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
448;canadensis;Amélanchier;2014;2010;oui;passages fréquents ou arrêts;vigoureux
449;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
450;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
451;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
452;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
453;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
454;ceracifera;Prunus;2004;2000;non;passages fréquents ou arrêts;vigoureux
455;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
456;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
457;N/A;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
458;tulipifera;Liriodendron;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
459;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
460;alba;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
461;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
462;australis;Celtis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
463;styraciflua;Liquidambar;2009;2005;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
464;giganteum;Sequoiadendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
465;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
466;ceracifera;Prunus;2004;2000;non;passages fréquents ou arrêts;vigoureux
467;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
468;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
469;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
470;abies;Picea;2004;2000;non;passages fréquents ou arrêts;vigoureux
471;triacanthos;Gleditsia;2004;2000;non;passages fréquents ou arrêts;vigoureux
472;N/A;Salix;2006;2005;non;passages fréquents ou arrêts;N/A
473;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
474;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
475;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
476;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
477;ornus;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
478;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
479;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
480;N/A;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
481;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
482;campestris;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux
483;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
484;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
485;robur;Quercus;2004;2000;non;passages fréquents ou arrêts;vigoureux
486;N/A;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
487;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
488;ginnala;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
489;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
490;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
491;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
492;yedoensis;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
493;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
494;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
495;robusta;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
496;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
497;danielli;Tetradium;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
498;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
499;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
500;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
501;N/A;Salix;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
502;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
503;ornus;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
504;nigra;Pinus;2008;2005;oui;passages fréquents ou arrêts;vigoureux
505;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
506;lutea;Cladastris;2014;2010;oui;passages fréquents ou arrêts;vigoureux
507;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
508;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
509;nigra;Pinus;2004;2000;non;quelques passages;vigoureux
510;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
511;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
512;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
513;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
514;tomentosa;Paulownia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
