ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
258;platanoides;Acer;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
259;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
260;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
261;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
262;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
263;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
264;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
265;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
266;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
267;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
268;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
269;avium;Prunus;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
270;saccharinum;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
271;robur;Quercus;2004;2000;non;quelques passages;vigueur intermédiaire;20 à 30 cm;0
272;cordata;Tilia;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
273;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
274;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
275;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
276;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
277;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
278;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
279;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
280;alba;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
281;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
282;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
283;utilis;Betula;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
284;leylandii;Cupressocyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
285;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
286;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
287;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
288;leylandii;Cupressocyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
289;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
290;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
291;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
292;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
293;nordmaniana;Abies;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
294;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
295;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
296;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
297;tulipifera;Liriodendron;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
298;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
299;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
300;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
301;bumalda;Staphylea;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
302;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
303;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
304;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
305;Unknown;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
306;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
307;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
308;colurna;Corylus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
309;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
310;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
311;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
312;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
313;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;20 à 30 cm;0
314;platanoides;Acer;2004;2000;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
315;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
316;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
317;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
318;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
319;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
320;ceracifera;Prunus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
321;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
322;cappadocicum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
323;excelsior;Fraxinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;60 à 70 cm;0
324;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
325;canadensis;Amélanchier;2008;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
326;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
327;platanoides;Robinia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
328;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
329;coggygria;Cotinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
330;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
331;tulipifera;Liriodendron;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
332;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
333;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
334;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
335;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
336;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
337;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
338;ornus;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
339;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
340;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
341;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
342;pseudoplatanus;Acer;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
343;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
344;paniculata;Koelreuteria;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
345;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
346;Unknown;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
347;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
348;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
349;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
350;campestris;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
351;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
352;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
353;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
354;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
355;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
356;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
357;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;40 à 50 cm;0
358;tulipifera;Liriodendron;2009;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
359;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
360;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
361;nigra;Sambuccus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;0 à 10 cm;0
362;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
363;Unknown;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
364;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
365;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
366;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
367;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
368;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
369;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
370;sylvestris;Pinus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
371;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
372;coggygria;Cotinus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;10 à 20 cm;0
373;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
374;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
375;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
376;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
377;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
378;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
379;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
380;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
381;serrata;Zelkova;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
382;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
383;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
384;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
385;styraciflua;Liquidambar;2007;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
386;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
387;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
388;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
389;sylvatica;Fagus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
390;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
391;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
392;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;50 à 60 cm;0
393;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
394;dioicus;Gymnocladus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
395;orientalis;Platanus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
396;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;60 à 70 cm;0
397;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
398;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
399;Unknown;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
400;Unknown;Fraxinus;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
401;styraciflua;Liquidambar;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
402;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
403;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
404;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
405;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
406;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
407;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
408;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
409;danielli;Tetradium;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
410;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
411;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
412;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
413;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
414;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
415;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
416;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
417;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
418;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
419;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
420;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
421;minor;Ulmus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
422;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;90 à 100 cm;0
423;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
424;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
425;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
426;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
427;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
428;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
429;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
430;sylvestris;Pinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
431;nigra;Juglans;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;30 à 40 cm;0
432;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
433;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
434;alba;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
435;ilex;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
436;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
437;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;30 à 40 cm;0
438;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
439;spaitii;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
440;australis;Celtis;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
441;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
